unix,player_elo,opp_elo,opp_name,opp_30d,elo_diff,color,player_acc,opp_acc,acc_diff,won,num_reque,time_since_prev,opp_num_reque,opp_time_since_prev
1696885872,1398,1448,patatt,191,-50,False,55.86,70.72,-14.86,0.0,9,1078,0,10354
1696886809,1391,1356,DanielLopez09,206,35,True,83.67,75.62,8.049999999999997,1.0,10,937,0,57219
1696887440,1398,1436,2310ws,373,-38,False,72.09,89.01,-16.92,0.0,11,631,9,463
1696888194,1391,1372,wardolphin,79,19,True,70.95,80.3,-9.349999999999994,0.0,12,754,1,892
1696888862,1383,1343,hawk48,441,40,True,71.33,86.5,-15.170000000000002,0.0,13,668,3,774
1696889971,1374,1329,rochaldo,115,45,False,69.45,77.04,-7.590000000000003,0.0,14,1109,2,1130
1696890625,1365,1326,ChinyChin5,347,39,False,79.35,85.41,-6.060000000000002,0.0,15,654,3,656
1696890914,1356,1280,H-H97,75,76,True,89.19,65.84,23.349999999999994,1.0,16,289,0,177638
1696891768,1362,1342,ErenSoydal,147,20,True,74.91,68.85,6.060000000000002,1.0,17,854,3,856
1696892495,1370,1392,NineLivesIX,6,-22,False,68.79,75.21,-6.4199999999999875,0.0,18,727,0,16579
1696893386,1362,1426,Brooklyn6986,326,-64,False,76.6,70.29,6.309999999999988,1.0,19,891,3,893
1696893655,1371,1338,fernandoloura,126,33,False,67.99,87.09,-19.10000000000001,0.0,20,269,3,140
1696894222,1362,1399,ACaushi73,127,-37,True,74.67,69.81,4.859999999999999,1.0,21,567,0,11187
1696895158,1371,1357,ngcotay,67,14,True,70.14,83.89,-13.75,0.0,22,936,1,1187
1696896398,1363,1344,franciscodonato,187,19,False,72.43,78.54,-6.109999999999999,0.0,23,1240,0,3331
1696896984,1355,1329,mviim,148,26,False,52.09,62.18,-10.089999999999996,0.0,24,586,0,81947
1696897319,1346,1379,DemiseGG,12,-33,True,72.88,75.49,-2.6099999999999994,0.0,25,335,2,340
1696897610,1339,1417,HIVANDE,197,-78,False,76.14,92.47,-16.33,0.0,26,291,2,305
1696897888,1333,1279,Guardian2217,391,54,True,95.84,76.3,19.540000000000006,1.0,27,278,0,44516
1696899027,1340,1296,Mimisiia,90,44,True,85.9,77.55,8.350000000000009,1.0,28,1139,1,1141
1696899316,1347,1375,BogaBros,748,-28,True,89.96,73.43,16.529999999999987,1.0,29,289,3,294
1696899693,1356,1380,moonsetPH,122,-24,False,86.06,73.52,12.540000000000006,1.0,30,377,2,381
1696900348,1365,1329,arom99,267,36,False,77.74,68.03,9.709999999999994,1.0,31,655,5,710
1696901409,1372,1387,BillyBleedsGreen,105,-15,False,77.01,89.85,-12.83999999999999,0.0,32,1061,1,991
1696901996,1364,1381,WantonMo,321,-17,True,67.64,73.29,-5.650000000000006,1.0,33,587,0,60625
1696903098,1372,1357,NicoRobinson,144,15,False,70.83,77.93,-7.1000000000000085,0.0,34,1102,0,9888
1696903453,1364,1370,undy87,87,-6,True,63.72,72.69,-8.969999999999999,0.0,35,355,1,377
1696904103,1356,1326,tbonj,91,30,True,62.41,77.29,-14.88000000000001,0.0,36,650,1,649
1696905271,1347,1328,GOLOMEYOLO,80,19,False,74.37,71.05,3.3200000000000074,1.0,37,1168,0,1274
1696908256,1355,1366,RyanSteele326,46,-11,False,75.76,79.8,-4.039999999999992,0.0,0,2985,2,912
1696908496,1347,1336,ejbolli,12,11,True,74.42,62.71,11.71,1.0,1,240,2,438
1696909358,1355,1319,CFF01,523,36,True,78.94,85.96,-7.019999999999996,0.0,2,862,0,2864
1696909532,1346,1437,alexanderquispe,633,-91,True,59.19,49.72,9.469999999999999,1.0,3,174,8,181
1696910034,1356,1363,ANG88L-I-DEV69L,180,-7,False,70.86,79.52,-8.659999999999997,0.0,4,502,0,9803
1696910487,1348,1368,Michael1623,304,-20,False,72.26,75.57,-3.309999999999988,0.0,5,453,3,579
1696910823,1340,1295,derek-r414,54,45,False,55.48,64.3,-8.82,0.0,6,336,0,4727
1696911251,1331,1282,Jackmaster09,44,49,True,87.45,80.05,7.400000000000006,1.0,7,428,0,8048
1696911470,1338,1363,pramodgurung,155,-25,True,86.5,75.09,11.409999999999997,1.0,8,219,2,219
1696911779,1347,1388,rowanmckereghan,104,-41,False,70.68,85.61,-14.929999999999993,0.0,9,309,6,331
1696912039,1340,1272,AntoineMenon,200,68,True,72.15,89.51,-17.36,0.0,10,260,0,9254
1696912392,1330,1273,Christ_Sarne,422,57,False,66.81,60.63,6.18,1.0,11,353,0,5474
1696913447,1337,1334,zee296,200,3,False,81.86,75.84,6.019999999999996,1.0,12,1055,0,34736
1696913792,1345,1319,dannyw0rld,163,26,True,67.55,72.56,-5.010000000000005,0.0,13,345,0,4015
1696914072,1336,1299,FiberOptik,550,37,True,66.55,74.38,-7.829999999999998,0.0,14,280,1,480
1696914450,1327,1342,wareonx,242,-15,False,59.65,76.66,-17.009999999999998,0.0,15,378,0,50807
1696915263,1319,1306,iyoke,133,13,True,63.12,71.04,-7.920000000000009,0.0,16,813,1,825
1696915426,1311,1353,DoctorCanada,77,-42,False,53.33,84.86,-31.53,0.0,17,163,3,229
1696915518,1304,1322,BatChesss007,197,-18,False,77.9,62.83,15.070000000000007,1.0,18,92,11,93
1696916287,1312,1281,DSzeto1,667,31,True,81.9,75.2,6.700000000000003,1.0,19,769,3,799
1696917362,1319,1359,TardisWabbit,310,-40,False,72.1,82.36,-10.260000000000005,0.0,20,1075,0,3304
1696918161,1312,1280,OzkrVargasMX,154,32,True,72.09,74.39,-2.299999999999997,0.0,21,799,0,4171
1696918833,1303,1264,Crkveno,117,39,True,63.2,67.47,-4.269999999999996,0.0,22,672,0,40125
1696919421,1294,1268,RDL1902,82,26,False,62.38,52.94,9.440000000000005,1.0,23,588,0,32013
1696920930,1301,1233,danger0us_dave,193,68,False,75.08,72.63,2.450000000000003,1.0,0,1509,0,2604
1696922522,1307,1278,BistOfBurden,59,29,True,66.09,78.54,-12.450000000000003,0.0,0,1592,0,4325
1696922701,1298,1264,ProudDollar,114,34,False,83.48,61.35,22.130000000000003,1.0,1,179,13,205
1696923965,1305,1325,Muslim63,21,-20,True,70.95,77.1,-6.1499999999999915,0.0,0,1264,0,1311
1696924389,1297,1267,RinkaOoki,144,30,False,72.01,83.7,-11.689999999999998,0.0,1,424,2,1123
1696925323,1288,1244,JfMrT,319,44,False,76.4,85.42,-9.019999999999996,0.0,2,934,0,29971
1696926175,1279,1227,KoxaLove,146,52,True,79.8,77.03,2.769999999999996,0.0,3,852,2,874
1696927213,1270,1332,prashantsevda,154,-62,False,66.96,67.63,-0.6700000000000017,,4,1038,2,1066
1696927737,1271,1282,rajasekhar1978,415,-11,False,78.76,71.47,7.290000000000006,1.0,5,524,5,523
1696928845,1279,1325,Solon_Pena,87,-46,True,69.62,75.65,-6.030000000000001,1.0,6,1108,0,1295
1696929253,1288,1250,woodsay5,270,38,True,62.5,73.11,-10.61,0.0,7,408,0,4442
1696930450,1271,1245,dfroda,121,26,True,71.68,61.53,10.150000000000006,1.0,8,1197,0,63724
1696930933,1278,1269,knightsof8x8,25,9,False,80.85,71.76,9.08999999999999,1.0,9,483,0,26427
1696931457,1286,1268,fm84800,132,18,True,76.15,59.79,16.360000000000007,1.0,10,524,0,6368
1696931950,1294,1295,KarlsonWannabe,133,-1,False,75.43,87.97,-12.539999999999992,1.0,11,493,0,10577
1696957502,1302,1266,kamallongkrang,376,36,False,70.98,69.97,1.0100000000000051,0.0,0,25552,4,1113
1696958290,1293,1316,NotgrandbutSmallmaster,421,-23,False,82.33,76.33,6.0,1.0,1,788,0,2538
1696959178,1302,1330,LucasBalda,45,-28,True,78.75,89.65,-10.900000000000006,0.0,2,888,0,74864
1696959267,1295,1341,bababooeybooty,451,-46,False,69.16,54.71,14.449999999999996,1.0,3,89,0,38730
1696960238,1304,1286,wizzan1,34,18,False,73.97,66.44,7.530000000000001,1.0,4,971,0,3142
1696961067,1312,1379,carueda86,368,-67,False,67.13,76.02,-8.89,0.0,5,829,13,792
1696962191,1306,1311,ARABIA21,69,-5,True,63.8,68.84,-5.040000000000006,0.0,6,1124,0,54331
1696963363,1298,1298,Fauble,138,0,True,65.16,74.95,-9.790000000000006,1.0,7,1172,3,1231
1696963907,1306,1377,Jarokor,247,-71,True,68.47,94.13,-25.659999999999997,0.0,8,544,0,3191
1696964567,1300,1348,Vpatni123,135,-48,False,61.82,72.23,-10.410000000000004,0.0,9,660,3,669
1696964933,1293,1252,petrovicha,570,41,False,93.11,73.58,19.53,1.0,10,366,0,5208
1696966195,1300,1345,Deepak12137M,1013,-45,True,90.95,83.04,7.909999999999997,1.0,0,1262,13,578
1696966923,1309,1319,jefframas,343,-10,True,79.06,77.72,1.3400000000000034,,1,728,4,725
1696967919,1309,1279,khaled_kongo,273,30,False,72.14,64.18,7.959999999999994,1.0,2,996,11,986
1696968947,1316,1414,LaylowPg999,120,-98,True,84.2,78.73,5.469999999999999,1.0,3,1028,0,1910
1696969913,1326,1426,said196711,886,-100,False,81.03,78.75,2.280000000000001,,4,966,2,932
1696970440,1328,1348,Rlbcoin,103,-20,False,62.33,56.98,5.350000000000001,1.0,5,527,1,531
1696971321,1336,1267,Ariel1245,89,69,False,72.95,70.17,2.780000000000001,1.0,6,881,0,70867
1696972372,1342,1280,badrinath12345,450,62,True,85.2,74.87,10.329999999999998,1.0,7,1051,4,1041
1696977616,1349,1350,farzad219,652,-1,True,89.59,63.88,25.71,1.0,0,5244,1,75
1696977846,1357,1358,markelliot01,383,-1,False,73.03,60.61,12.420000000000002,1.0,1,230,3,204
1696978672,1365,1425,lim-v1,573,-60,True,72.57,79.62,-7.050000000000011,0.0,2,826,3,1224
1696979706,1358,1405,CalculatedAdam,605,-47,True,69.38,73.87,-4.490000000000009,0.0,3,1034,0,1749
1696980073,1351,1453,mici21,421,-102,True,73.96,87.86,-13.900000000000006,0.0,4,367,8,371
1696980787,1345,1493,Laritawgp,131,-148,False,77.67,66.86,10.810000000000002,1.0,5,714,0,46180
1696981687,1356,1391,JVCPLAY2023,239,-35,False,76.61,64.54,12.069999999999993,1.0,6,900,2,937
1696982167,1365,1277,cualpongo,524,88,False,63.17,52.82,10.350000000000001,1.0,7,480,7,480
1696983278,1371,1476,joni-jhon,166,-105,True,72.77,77.85,-5.079999999999998,0.0,8,1111,2,1114
1696984074,1365,1376,Yevhenii_Hordieichuk,28,-11,False,70.45,77.42,-6.969999999999999,0.0,9,796,0,56974
1696984503,1357,1314,antonpramono,684,43,True,86.15,73.27,12.88000000000001,1.0,10,429,0,30655
1696985230,1364,1267,peetea66,349,97,False,82.04,69.92,12.120000000000005,1.0,11,727,1,513
1696986390,1370,1434,samuelcorrea126,441,-64,True,65.98,79.12,-13.14,0.0,12,1160,1,1061
1696987367,1363,1390,CHANDY765,169,-27,True,78.37,76.34,2.030000000000001,1.0,13,977,0,6431
1696988786,1372,1399,Wallesky01,495,-27,False,66.41,60.86,5.549999999999997,1.0,0,1419,1,859
1696989373,1381,1354,Rakhymzhan73,385,27,True,79.55,68.6,10.950000000000003,1.0,1,587,3,694
1696990454,1388,1418,abhihereonly4u,189,-30,True,81.24,70.24,11.0,1.0,2,1081,0,57711
1696991351,1397,1332,lenoaraujo465,123,65,True,79.17,82.83,-3.6599999999999966,0.0,3,897,1,1043
1696991927,1388,1319,Ju4N_678,267,69,False,82.75,73.92,8.829999999999998,1.0,4,576,4,580
1696992533,1394,1375,alvin2707,498,19,False,67.94,81.21,-13.269999999999996,0.0,5,606,0,7720
1696993335,1386,1531,abdullah3793,32,-145,True,79.07,86.02,-6.950000000000003,0.0,6,802,1,855
1696994229,1381,1287,recedivus,121,94,False,55.74,62.55,-6.809999999999995,0.0,7,894,0,86876
1696994424,1371,1358,damoncalvert,35,13,False,66.07,83.68,-17.610000000000014,0.0,8,195,13,218
1696995055,1363,1284,Arkaeda,171,79,False,64.33,56.15,8.18,1.0,9,631,1,631
1696995498,1369,1323,pbasantapokhrel,109,46,True,68.93,64.85,4.0800000000000125,1.0,10,443,1,550
1696996190,1376,1457,Need_not_to_kn0w,32,-81,True,63.64,76.57,-12.929999999999993,0.0,11,692,0,9645
1696997085,1370,1355,TilalEick,41,15,False,69.29,68.56,0.730000000000004,1.0,12,895,2,899
1696997824,1378,1377,Kardus7,12,1,True,64.05,54.96,9.089999999999996,1.0,13,739,2,746
1696998848,1386,1466,RoX212,186,-80,True,82.66,59.94,22.72,1.0,14,1024,0,2685
1696999459,1396,1371,DhrubaPoudyal,78,25,True,93.53,80.62,12.909999999999997,1.0,15,611,2,575
1697048389,1403,1438,vitvitskiy1975,141,-35,False,67.49,50.66,16.83,1.0,0,48930,0,1815
1697049503,1412,1458,Faththey,112,-46,True,61.83,73.08,-11.25,0.0,1,1114,0,9296
1697050062,1405,1334,oper1967,219,71,False,67.93,84.33,-16.39999999999999,0.0,2,559,2,565
1697050962,1395,1471,kostya5867,4,-76,True,70.97,83.63,-12.659999999999997,0.0,3,900,0,114125
1697051514,1389,1382,Weepingkoala,142,7,False,70.37,66.5,3.8700000000000045,1.0,4,552,0,47287
1697052876,1397,1481,Pho888,434,-84,False,76.93,73.34,3.5900000000000034,0.0,0,1362,0,1326
1697053652,1391,1286,brunogranada,35,105,True,80.77,66.69,14.079999999999998,1.0,1,776,0,338397
1697054791,1397,1440,gerielise,183,-43,False,71.31,74.17,-2.8599999999999994,0.0,2,1139,1,1237
1697055248,1390,1377,Benjamin1Lamarche1,38,13,True,90.51,78.87,11.64,1.0,3,457,0,76083
1697056056,1398,1310,nicoco64100,113,88,True,84.65,65.48,19.17,1.0,4,808,1,200
1697057188,1404,1403,cygarinho,7,1,False,78.7,87.94,-9.239999999999995,0.0,5,1132,0,1967
1697058203,1396,1446,Metsgame,494,-50,True,71.13,66.73,4.3999999999999915,0.0,6,1015,5,1054
1697058488,1389,1355,eduerpo,201,34,False,45.93,37.53,8.399999999999999,1.0,7,285,1,273
1697059091,1396,1381,LucidVarg,338,15,True,83.33,64.14,19.189999999999998,1.0,8,603,2,562
1697060051,1404,1420,BeguileKing,93,-16,False,86.95,78.77,8.180000000000007,1.0,9,960,1,1019
1697061101,1412,1410,TRadiGMoms,95,2,True,69.72,65.96,3.760000000000005,0.0,10,1050,0,58159
1697061760,1404,1392,PenguinAddict23,145,12,True,78.3,59.57,18.729999999999997,1.0,11,659,1,704
1697062482,1412,1451,rjoobneerst,297,-39,False,83.86,89.21,-5.349999999999994,0.0,12,722,1,652
1697063707,1405,1359,englundar,40,46,False,71.23,65.79,5.439999999999998,1.0,13,1225,1,1226
1697064732,1412,1414,YoucefBC,326,-2,True,82.46,72.37,10.08999999999999,1.0,14,1025,2,639
1697065605,1420,1418,RedPatrick,207,2,False,64.75,61.06,3.6899999999999977,1.0,15,873,1,1131
1697066184,1428,1337,Jmoney3022,337,91,True,56.89,48.26,8.630000000000003,1.0,16,579,3,482
1697066642,1434,1389,dponswii,757,45,False,66.13,79.19,-13.060000000000002,0.0,17,458,5,382
1697066910,1425,1423,mresano,98,2,True,72.33,82.93,-10.600000000000009,0.0,18,268,0,68339
1697067500,1417,1340,Usernamethatisavailable,126,77,True,70.01,66.71,3.3000000000000114,1.0,19,590,3,736
1697068404,1423,1401,ignaciorrs,16,22,False,58.27,63.17,-4.899999999999999,0.0,20,904,0,13847
1697069508,1414,1368,layman13,6,46,True,56.39,64.51,-8.120000000000005,0.0,21,1104,0,837687
1697069746,1405,1421,carryingtheburden,86,-16,False,55.95,61.05,-5.099999999999994,0.0,22,238,2,269
1697070916,1397,1351,RafaGuerra3,98,46,False,75.35,77.99,-2.6400000000000006,,23,1170,0,26288
1697071380,1396,1414,dhulke,92,-18,False,79.97,70.23,9.739999999999995,1.0,24,464,0,22719
1697071528,1404,1358,dove451,275,46,True,90.14,65.32,24.820000000000007,1.0,25,148,7,143
1697072649,1411,1458,malonimo,248,-47,False,70.96,70.11,0.8499999999999943,0.0,26,1121,1,1100
1697073308,1404,1423,Fullgrownnut,68,-19,True,67.77,79.8,-12.030000000000001,0.0,27,659,0,48826
1697074044,1396,1412,davide7191,233,-16,False,63.36,75.38,-12.019999999999996,0.0,28,736,2,800
1697074575,1388,1412,dvvndrpl,381,-24,True,71.38,58.29,13.089999999999996,1.0,29,531,4,537
1697075413,1397,1496,masterdrone,146,-99,True,70.47,83.76,-13.290000000000006,0.0,30,838,0,2057
1697075923,1391,1462,easypickins11,91,-71,False,73.38,76.93,-3.5500000000000114,0.0,31,510,11,510
1697076202,1385,1343,dheving,227,42,True,63.26,82.74,-19.479999999999997,0.0,32,279,2,596
1697077278,1376,1412,matifanger,11,-36,False,74.57,73.02,1.5499999999999972,,33,1076,1,1075
1697078054,1377,1349,0indridcold0,177,28,False,70.33,75.71,-5.3799999999999955,0.0,34,776,7,768
1697082933,1368,1387,kbabums1976,308,-19,False,61.99,66.93,-4.940000000000005,1.0,0,4879,5,939
1697084101,1376,1334,Kctudo25,57,42,True,75.27,68.96,6.310000000000002,1.0,1,1168,3,933
1697086460,1383,1372,dwall421,8,11,True,68.26,59.5,8.760000000000005,,0,2359,0,91983
1697086933,1383,1409,kbkumar78,282,-26,False,77.98,88.13,-10.149999999999991,0.0,1,473,1,520
1697087893,1376,1357,jashz14,143,19,False,77.45,74.44,3.010000000000005,1.0,2,960,0,160491
1697091739,1384,1299,Jonathanmatahi,268,85,True,75.44,61.6,13.839999999999996,1.0,0,3846,0,2541
1697094222,1390,1409,Curious_Strategist,131,-19,False,61.4,66.78,-5.380000000000003,0.0,0,2483,1,1238
1697094935,1382,1376,Oroz_co,70,6,True,79.35,77.0,2.3499999999999943,,1,713,1,733
1697095388,1382,1425,userAguboss419,183,-43,True,90.23,67.12,23.11,1.0,2,453,2,526
1697095968,1391,1343,massik25,129,48,True,69.52,62.75,6.769999999999996,1.0,3,580,1,593
1697096700,1398,1406,Jwwgo,32,-8,False,63.82,74.27,-10.449999999999996,0.0,4,732,0,701399
1697097851,1390,1359,timnook73,112,31,False,70.38,76.95,-6.570000000000007,0.0,5,1151,3,1200
1697098191,1381,1447,Edraitheru,88,-66,False,59.67,56.12,3.5500000000000043,1.0,6,340,3,342
1697099059,1390,1371,spansken,2,19,True,70.76,63.15,7.6100000000000065,1.0,7,868,0,34243
1697099621,1398,1415,Nephilim123,351,-17,True,80.61,69.63,10.980000000000004,1.0,8,562,10,563
1697133096,1406,1428,TouffuTheFirst,499,-22,False,82.39,69.37,13.019999999999996,1.0,0,33475,2,526
1697134585,1415,1345,ngabriel_tx,181,70,True,64.26,58.92,5.340000000000003,1.0,0,1489,1,992
1697135888,1421,1443,Buk1ch,131,-22,True,61.85,65.7,-3.8500000000000014,0.0,0,1303,1,1164
1697136996,1414,1457,Crepuscuule,99,-43,False,65.37,70.49,-5.11999999999999,0.0,1,1108,0,272752
1697137594,1407,1428,NHBkfan12,125,-21,True,74.26,89.21,-14.949999999999989,0.0,2,598,1,1035
1697138723,1399,1364,njabulonjabs,148,35,True,83.7,84.16,-0.45999999999999375,1.0,3,1129,0,3433
1697139816,1406,1379,Alkaabi212,209,27,False,86.01,77.07,8.940000000000012,1.0,4,1093,0,13536
1697142867,1413,1512,Faust76,98,-99,False,71.07,80.91,-9.840000000000003,0.0,0,3051,0,2286
1697144067,1407,1451,KopaPopa,231,-44,False,70.91,61.39,9.519999999999996,1.0,1,1200,0,1435
1697144588,1416,1461,mightypawns8,443,-45,True,91.62,73.22,18.400000000000006,1.0,2,521,0,1563
1697145519,1425,1464,BlueCat42,417,-39,False,61.46,70.43,-8.970000000000006,0.0,3,931,1,951
1697146278,1418,1399,The_beginnerChess,336,19,False,74.83,72.75,2.0799999999999983,1.0,4,759,4,759
1697147199,1426,1418,SamGnc,435,8,True,86.73,79.63,7.1000000000000085,1.0,5,921,0,4455
1697147484,1434,1482,MNIXenus,308,-48,True,85.2,74.58,10.620000000000005,1.0,6,285,1,255
1697148573,1443,1485,phildash,62,-42,False,67.22,73.4,-6.180000000000007,0.0,7,1089,0,17563
1697149141,1436,1407,zeljkoskarica,525,29,False,86.24,77.15,9.08999999999999,1.0,8,568,4,572
1697149806,1443,1429,Manly82,954,14,True,63.45,69.9,-6.450000000000003,1.0,9,665,2,683
1697150232,1451,1516,JKR123,528,-65,True,78.89,73.79,5.099999999999994,1.0,10,426,1,1110
1697151528,1460,1443,Ytwo31,13,17,True,79.18,86.15,-6.969999999999999,0.0,0,1296,2,1229
1697151624,1452,1442,TheCrazyBishop314,184,10,False,65.07,95.29,-30.220000000000013,0.0,1,96,0,2113
1697152525,1444,1417,thomasbailey12344677,68,27,True,65.27,71.31,-6.040000000000006,0.0,2,901,0,1902
1697152974,1435,1482,Slava_Baginsky,230,-47,True,74.13,84.75,-10.620000000000005,0.0,3,449,0,77267
1697154007,1428,1421,mauridelegado,787,7,False,84.5,78.9,5.599999999999994,1.0,4,1033,0,1620
1697154940,1436,1478,Kabuto51,319,-42,False,71.47,66.12,5.349999999999994,1.0,5,933,3,916
1697155780,1445,1402,jefejugadortr8,76,43,False,72.33,79.64,-7.310000000000002,0.0,6,840,0,2071
1697156640,1436,1443,ThanosIII,107,-7,True,70.91,86.55,-15.64,0.0,7,860,1,956
1697156822,1428,1392,DDLS86,344,36,True,68.08,80.3,-12.219999999999999,0.0,8,182,0,18290
1697157182,1419,1376,tahoevern,51,43,False,69.47,87.98,-18.510000000000005,0.0,9,360,1,371
1697157976,1410,1365,1e4d6,350,45,True,71.5,84.46,-12.959999999999994,0.0,10,794,1,820
1697159161,1401,1310,hugeleapingtrap,61,91,False,71.7,75.51,-3.8100000000000023,0.0,11,1185,0,101246
1697160179,1391,1390,Soranekochan,736,1,True,69.76,65.55,4.210000000000008,1.0,12,1018,0,1598
1697160433,1399,1365,arvonda,72,34,True,66.42,52.8,13.620000000000005,1.0,13,254,0,4439
1697161450,1406,1440,RichWinkler,1245,-34,False,64.49,63.6,0.8899999999999935,,14,1017,17,1013
1697162654,1407,1335,ahmadansy,432,72,False,61.78,62.68,-0.8999999999999986,0.0,15,1204,1,1225
1697163669,1397,1360,itsrobyay,119,37,False,71.85,73.77,-1.9200000000000017,1.0,16,1015,0,2330
1697164445,1404,1376,Satrangipagg,239,28,True,79.83,88.61,-8.780000000000001,0.0,17,776,2,756
1697164953,1395,1377,SadPineTree,412,18,True,73.21,88.33,-15.120000000000005,0.0,18,508,9,529
1697165495,1387,1334,RanWH,44,53,True,55.3,70.29,-14.990000000000009,0.0,19,542,1,531
1697166076,1378,1413,rafaelhollandas,167,-35,False,62.48,74.08,-11.600000000000001,0.0,20,581,1,931
1697166632,1371,1337,arjaystrong,301,34,False,66.42,61.45,4.969999999999999,1.0,21,556,0,1429
1697167314,1378,1370,HustleManChiTown,123,8,False,67.27,73.46,-6.189999999999998,0.0,22,682,2,331
1697168012,1370,1392,pfizzle1,20,-22,True,93.2,76.75,16.450000000000003,1.0,23,698,0,1603
1697170512,1379,1361,RleaseDKraken,162,18,False,64.1,68.16,-4.060000000000002,0.0,0,2500,9,1027
1697171632,1371,1381,GORtheGODbutcher,394,-10,True,79.67,74.83,4.840000000000003,1.0,1,1120,0,40553
1697174210,1379,1354,josems1,444,25,False,63.93,80.82,-16.889999999999993,0.0,0,2578,0,4001
1697174780,1370,1320,RottDad1,373,50,True,79.31,66.09,13.219999999999999,1.0,1,570,0,2293
1697176159,1377,1415,Rustin81,141,-38,False,86.66,79.38,7.280000000000001,1.0,0,1379,0,22841
1697177049,1386,1375,vn_jiha,32,11,True,77.97,88.25,-10.280000000000001,0.0,1,890,0,125263
1697177765,1378,1425,imam1995,49,-47,False,56.56,69.5,-12.939999999999998,0.0,2,716,0,135369
1697178419,1371,1427,prestwig1,301,-56,True,63.72,67.57,-3.8499999999999943,0.0,3,654,1,1197
1697178916,1364,1333,Iwillshowyoueternity,20,31,True,65.89,51.68,14.21,1.0,4,497,1,1042
1697179876,1371,1399,Aleks_mostov,164,-28,False,53.46,66.18,-12.720000000000006,0.0,5,960,1,891
1697180092,1364,1364,Adamelon,122,0,True,76.31,83.72,-7.409999999999997,0.0,6,216,6,302
1697180456,1356,1328,FeebleOil,236,28,False,79.8,83.74,-3.9399999999999977,0.0,7,364,5,380
1697181361,1347,1374,OscarMontalban,887,-27,False,78.27,73.14,5.1299999999999955,1.0,8,905,14,907
1697181907,1356,1308,kgjr23,36,48,False,91.19,83.09,8.099999999999994,1.0,9,546,1,469
1697182382,1363,1328,werwenich0,1064,35,True,85.17,76.48,8.689999999999998,1.0,10,475,2,525
1697184632,1370,1335,Din4677,104,35,False,58.99,58.3,0.6900000000000048,1.0,0,2250,0,2826
1697185674,1377,1338,TonioO1,3,39,True,71.92,84.37,-12.450000000000003,0.0,1,1042,0,2507622
1697185879,1368,1352,Kythadrln,197,16,False,74.76,73.08,1.6800000000000068,0.0,2,205,0,6533
1697186263,1360,1326,mikkelolsen123,153,34,False,83.44,74.12,9.319999999999993,1.0,3,384,0,1340
1697186819,1367,1389,GinyuForceFan72,19,-22,True,62.98,71.47,-8.490000000000002,0.0,4,556,1,563
1697187233,1359,1375,glass_rook,90,-16,True,73.02,81.39,-8.370000000000005,0.0,5,414,0,13034
1697188260,1351,1298,yarinsardal,392,53,False,67.63,76.87,-9.240000000000009,0.0,6,1027,1,1073
1697188653,1342,1329,checkersforchess,148,13,False,63.31,72.54,-9.230000000000004,0.0,7,393,3,387
1697188951,1334,1379,amaurylbk,13,-45,True,68.61,89.78,-21.17,0.0,8,298,0,45189
1697189193,1327,1369,Akashtiwaridatia,41,-42,True,70.34,79.0,-8.659999999999997,0.0,9,242,2,260
1697189372,1320,1329,avi123985,287,-9,True,49.16,65.84,-16.680000000000007,0.0,10,179,2,208
1697189529,1312,1286,emiliosch1,116,26,False,71.34,82.3,-10.959999999999994,0.0,11,157,0,73441
1697190357,1303,1257,adsold,208,46,True,86.38,83.17,3.2099999999999937,,12,828,3,965
1697190756,1302,1343,ecm17,125,-41,True,56.66,72.96,-16.299999999999997,0.0,13,399,1,611
1697191065,1295,1363,glypiy,291,-68,False,54.89,69.47,-14.579999999999998,0.0,14,309,5,524
1697191452,1289,1247,Torosum,73,42,False,49.24,66.36,-17.119999999999997,0.0,15,387,1,656
1697191912,1280,1295,ilporro,10,-15,True,66.82,71.46,-4.640000000000001,0.0,16,460,0,241780
1697192081,1272,1287,DUMMIEJ,24,-15,False,67.82,85.12,-17.30000000000001,0.0,17,169,8,244
1697192205,1264,1258,Mirimo95,291,6,False,68.79,86.42,-17.629999999999995,0.0,18,124,2,168
1697192679,1256,1234,Th3MeTaL,501,22,False,82.7,80.23,2.469999999999999,0.0,19,474,0,52378
1697192866,1247,1257,JimmyT1515,595,-10,True,75.73,63.08,12.650000000000006,0.0,20,187,4,189
1697193148,1239,1254,juliendejean,293,-15,True,56.44,66.7,-10.260000000000005,0.0,21,282,4,614
1697193242,1231,1237,IlgazBey,193,-6,True,64.89,70.13,-5.239999999999995,0.0,22,94,4,1172
1697193974,1223,1237,eggaron,175,-14,False,64.04,63.76,0.28000000000000824,,23,732,2,806
1697194180,1223,1204,ahmedomar56,76,19,True,73.52,78.95,-5.430000000000007,0.0,24,206,0,10170
1697194662,1215,1228,lordbrussior,403,-13,True,62.4,66.89,-4.490000000000002,0.0,25,482,2,506
1697195487,1207,1190,ArvindJindalji,99,17,False,50.82,59.57,-8.75,0.0,26,825,0,60311
1697195860,1199,1165,gheuntaak,142,34,True,64.63,70.03,-5.400000000000006,0.0,27,373,4,375
1697196418,1190,1229,Smokedbeer,263,-39,False,62.42,52.38,10.04,1.0,28,558,5,593
1697232465,1199,1158,junfai,527,41,False,78.88,74.84,4.039999999999992,0.0,0,36047,0,1267
1697233582,1190,1164,Rodrigoov2,236,26,False,63.43,60.9,2.530000000000001,,1,1117,0,19532
