unix,player_name,opp_name,player_elo,opp_elo,elo_diff,player_acc,opp_acc,acc_diff,color,x-ma5,x-ma20,opp_x-ma5,opp_x-ma20,won,num_reque,time_since_prev,prev_acc,prev_x-ma5,prev_x-ma20
1697148573,BIG_TONKA_T,phildash,1443,1485,-42,67.22,73.4,-6.180000000000007,False,13.799999999999955,74.65000000000009,0.599999999999909,7.5499999999999545,0.0,7,1089,85.2,10.200000000000045,74.25
1697149141,BIG_TONKA_T,zeljkoskarica,1436,1407,29,86.24,77.15,9.08999999999999,False,4.599999999999909,-5.25,-3.599999999999909,-5.7999999999999545,1.0,8,568,67.22,13.799999999999955,74.65000000000009
1697149806,BIG_TONKA_T,Manly82,1443,1429,14,63.45,69.9,-6.450000000000003,True,6.599999999999909,14.099999999999909,-1.7999999999999545,13.200000000000045,1.0,9,665,86.24,4.599999999999909,-5.25
1697150232,BIG_TONKA_T,JKR123,1451,1516,-65,78.89,73.79,5.099999999999994,True,9.599999999999909,97.59999999999991,-11.400000000000091,-7.2000000000000455,1.0,10,426,63.45,6.599999999999909,14.099999999999909
1697151528,BIG_TONKA_T,Ytwo31,1460,1443,17,79.18,86.15,-6.969999999999999,True,13.400000000000091,21.09999999999991,0.20000000000004547,,0.0,0,1296,78.89,9.599999999999909,97.59999999999991
1697151624,BIG_TONKA_T,TheCrazyBishop314,1452,1442,10,65.07,95.29,-30.220000000000013,False,3.599999999999909,17.40000000000009,7.0,12.150000000000091,0.0,1,96,79.18,13.400000000000091,21.09999999999991
1697152525,BIG_TONKA_T,thomasbailey12344677,1444,1417,27,65.27,71.31,-6.040000000000006,True,-6.0,-9.5,10.400000000000091,24.90000000000009,0.0,2,901,65.07,3.599999999999909,17.40000000000009
1697152974,BIG_TONKA_T,Slava_Baginsky,1435,1482,-47,74.13,84.75,-10.620000000000005,True,-13.400000000000091,54.5,6.400000000000091,17.84999999999991,0.0,3,449,65.27,-6.0,-9.5
1697154007,BIG_TONKA_T,mauridelegado,1428,1421,7,84.5,78.9,5.599999999999994,False,-15.799999999999955,-6.849999999999909,-7.0,-6.5499999999999545,1.0,4,1033,74.13,-13.400000000000091,54.5
1697154940,BIG_TONKA_T,Kabuto51,1436,1478,-42,71.47,66.12,5.349999999999994,False,-3.0,49.049999999999955,-5.2000000000000455,17.549999999999955,1.0,5,933,84.5,-15.799999999999955,-6.849999999999909
1697155780,BIG_TONKA_T,jefejugadortr8,1445,1402,43,72.33,79.64,-7.310000000000002,False,7.400000000000091,-28.84999999999991,-7.2000000000000455,-4.849999999999909,0.0,6,840,71.47,-3.0,49.049999999999955
1697156640,BIG_TONKA_T,ThanosIII,1436,1443,-7,70.91,86.55,-15.64,True,0.0,10.299999999999955,1.0,0.650000000000091,0.0,7,860,72.33,7.400000000000091,-28.84999999999991
1697156822,BIG_TONKA_T,DDLS86,1428,1392,36,68.08,80.3,-12.219999999999999,True,-6.599999999999909,-41.799999999999955,3.7999999999999545,26.75,0.0,8,182,70.91,0.0,10.299999999999955
1697157182,BIG_TONKA_T,tahoevern,1419,1376,43,69.47,87.98,-18.510000000000005,False,-13.799999999999955,-58.09999999999991,3.400000000000091,1.2999999999999545,0.0,9,360,68.08,-6.599999999999909,-41.799999999999955
1697157976,BIG_TONKA_T,1e4d6,1410,1365,45,71.5,84.46,-12.959999999999994,True,-17.59999999999991,-69.25,-15.200000000000045,-25.700000000000045,0.0,10,794,69.47,-13.799999999999955,-58.09999999999991
1697159161,BIG_TONKA_T,hugeleapingtrap,1401,1310,91,71.7,75.51,-3.8100000000000023,False,-17.799999999999955,-123.5,15.599999999999909,24.700000000000045,0.0,11,1185,71.5,-17.59999999999991,-69.25
1697160179,BIG_TONKA_T,Soranekochan,1391,1390,1,69.76,65.55,4.210000000000008,True,-18.799999999999955,-41.799999999999955,12.599999999999909,37.25,1.0,12,1018,71.7,-17.799999999999955,-123.5
1697160433,BIG_TONKA_T,arvonda,1399,1365,34,66.42,52.8,13.620000000000005,True,-5.0,-65.84999999999991,-12.599999999999909,-2.2999999999999545,1.0,13,254,69.76,-18.799999999999955,-41.799999999999955
1697161450,BIG_TONKA_T,RichWinkler,1406,1440,-34,64.49,63.6,0.8899999999999935,False,4.599999999999909,10.150000000000091,-6.7999999999999545,-18.15000000000009,,14,1017,66.42,-5.0,-65.84999999999991
1697162654,BIG_TONKA_T,ahmadansy,1407,1335,72,61.78,62.68,-0.8999999999999986,False,6.2000000000000455,-93.5,-13.400000000000091,-23.40000000000009,0.0,15,1204,64.49,4.599999999999909,10.150000000000091
1697163669,BIG_TONKA_T,itsrobyay,1397,1360,37,71.85,73.77,-1.9200000000000017,False,-3.0,-66.20000000000005,16.0,40.59999999999991,1.0,16,1015,61.78,6.2000000000000455,-93.5
1697164445,BIG_TONKA_T,Satrangipagg,1404,1376,28,79.83,88.61,-8.780000000000001,True,1.400000000000091,-48.59999999999991,-10.0,-22.65000000000009,0.0,17,776,71.85,-3.0,-66.20000000000005
1697164953,BIG_TONKA_T,SadPineTree,1395,1377,18,73.21,88.33,-15.120000000000005,True,-6.7999999999999545,-45.200000000000045,2.2000000000000455,-16.200000000000045,0.0,18,508,79.83,1.400000000000091,-48.59999999999991
1697165495,BIG_TONKA_T,RanWH,1387,1334,53,55.3,70.29,-14.990000000000009,True,-11.0,-85.0,-7.2000000000000455,-23.200000000000045,0.0,19,542,73.21,-6.7999999999999545,-45.200000000000045
1697166076,BIG_TONKA_T,rafaelhollandas,1378,1413,-35,62.48,74.08,-11.600000000000001,False,-14.200000000000045,-1.900000000000091,-1.0,-11.400000000000091,0.0,20,581,55.3,-11.0,-85.0
1697166632,BIG_TONKA_T,arjaystrong,1371,1337,34,66.42,61.45,4.969999999999999,False,-16.0,-73.84999999999991,15.400000000000091,33.950000000000045,1.0,21,556,62.48,-14.200000000000045,-1.900000000000091
1697167314,BIG_TONKA_T,HustleManChiTown,1378,1370,8,67.27,73.46,-6.189999999999998,False,-3.7999999999999545,-37.549999999999955,6.400000000000091,-4.2999999999999545,0.0,22,682,66.42,-16.0,-73.84999999999991
1697168012,BIG_TONKA_T,pfizzle1,1370,1392,-22,93.2,76.75,16.450000000000003,True,-6.7999999999999545,-12.299999999999955,2.599999999999909,-14.099999999999909,1.0,23,698,67.27,-3.7999999999999545,-37.549999999999955
1697170512,BIG_TONKA_T,RleaseDKraken,1379,1361,18,64.1,68.16,-4.060000000000002,False,3.7999999999999545,-40.84999999999991,-7.0,-11.299999999999955,0.0,0,2500,93.2,-6.7999999999999545,-12.299999999999955
1697171632,BIG_TONKA_T,GORtheGODbutcher,1371,1381,-10,79.67,74.83,4.840000000000003,True,-2.7999999999999545,-17.59999999999991,15.599999999999909,25.40000000000009,1.0,1,1120,64.1,3.7999999999999545,-40.84999999999991
1697174210,BIG_TONKA_T,josems1,1379,1354,25,63.93,80.82,-16.889999999999993,False,3.599999999999909,-41.299999999999955,16.40000000000009,36.34999999999991,0.0,0,2578,79.67,-2.7999999999999545,-17.59999999999991
1697174780,BIG_TONKA_T,RottDad1,1370,1320,50,79.31,66.09,13.219999999999999,True,-3.7999999999999545,-72.0,10.200000000000045,21.09999999999991,1.0,1,570,63.93,3.599999999999909,-41.299999999999955
1697176159,BIG_TONKA_T,Rustin81,1377,1415,-38,86.66,79.38,7.280000000000001,False,1.7999999999999545,25.549999999999955,5.7999999999999545,2.25,1.0,0,1379,79.31,-3.7999999999999545,-72.0
1697177049,BIG_TONKA_T,vn_jiha,1386,1375,11,77.97,88.25,-10.280000000000001,True,9.400000000000091,-12.799999999999955,4.7999999999999545,25.450000000000045,0.0,1,890,86.66,1.7999999999999545,25.549999999999955
1697177765,BIG_TONKA_T,imam1995,1378,1425,-47,56.56,69.5,-12.939999999999998,False,0.0,38.799999999999955,-10.599999999999909,12.150000000000091,0.0,2,716,77.97,9.400000000000091,-12.799999999999955
1697178419,BIG_TONKA_T,prestwig1,1371,1427,-56,63.72,67.57,-3.8499999999999943,True,-5.400000000000091,42.299999999999955,-12.200000000000045,-29.700000000000045,0.0,3,654,56.56,0.0,38.799999999999955
1697178916,BIG_TONKA_T,Iwillshowyoueternity,1364,1333,31,65.89,51.68,14.21,True,-11.200000000000045,-50.34999999999991,-4.7999999999999545,-14.700000000000045,1.0,4,497,63.72,-5.400000000000091,42.299999999999955
1697179876,BIG_TONKA_T,Aleks_mostov,1371,1399,-28,53.46,66.18,-12.720000000000006,False,-3.0,17.049999999999955,-7.599999999999909,-18.700000000000045,0.0,5,960,65.89,-11.200000000000045,-50.34999999999991
1697180092,BIG_TONKA_T,Adamelon,1364,1364,0,76.31,83.72,-7.409999999999997,True,-5.599999999999909,-15.849999999999909,13.0,26.25,0.0,6,216,53.46,-3.0,17.049999999999955
1697180456,BIG_TONKA_T,FeebleOil,1356,1328,28,79.8,83.74,-3.9399999999999977,False,-9.200000000000045,-49.299999999999955,-3.400000000000091,-5.900000000000091,0.0,7,364,76.31,-5.599999999999909,-15.849999999999909
1697181361,BIG_TONKA_T,OscarMontalban,1347,1374,-27,78.27,73.14,5.1299999999999955,False,-13.400000000000091,-0.7999999999999545,2.599999999999909,23.799999999999955,1.0,8,905,79.8,-9.200000000000045,-49.299999999999955
1697181907,BIG_TONKA_T,kgjr23,1356,1308,48,91.19,83.09,8.099999999999994,False,-2.7999999999999545,-64.40000000000009,-1.599999999999909,-35.0,1.0,9,546,78.27,-13.400000000000091,-0.7999999999999545
1697182382,BIG_TONKA_T,werwenich0,1363,1328,35,85.17,76.48,8.689999999999998,True,5.7999999999999545,-42.799999999999955,5.2000000000000455,48.34999999999991,1.0,10,475,91.19,-2.7999999999999545,-64.40000000000009
1697184632,BIG_TONKA_T,Din4677,1370,1335,35,58.99,58.3,0.6900000000000048,False,11.599999999999909,-34.950000000000045,-0.40000000000009095,-3.099999999999909,1.0,0,2250,85.17,5.7999999999999545,-42.799999999999955
1697185674,BIG_TONKA_T,TonioO1,1377,1338,39,71.92,84.37,-12.450000000000003,True,14.400000000000091,-31.90000000000009,,,0.0,1,1042,58.99,11.599999999999909,-34.950000000000045
1697185879,BIG_TONKA_T,Kythadrln,1368,1352,16,74.76,73.08,1.6800000000000068,False,1.2000000000000455,-17.75,0.20000000000004547,-2.5499999999999545,0.0,2,205,71.92,14.400000000000091,-31.90000000000009
1697186263,BIG_TONKA_T,mikkelolsen123,1360,1326,34,83.44,74.12,9.319999999999993,False,-7.599999999999909,-42.84999999999991,-2.400000000000091,5.099999999999909,1.0,3,384,74.76,1.2000000000000455,-17.75
1697186819,BIG_TONKA_T,GinyuForceFan72,1367,1389,-22,62.98,71.47,-8.490000000000002,True,-1.400000000000091,20.299999999999955,9.599999999999909,,0.0,4,556,83.44,-7.599999999999909,-42.84999999999991
1697187233,BIG_TONKA_T,glass_rook,1359,1375,-16,73.02,81.39,-8.370000000000005,True,-7.2000000000000455,7.2999999999999545,6.599999999999909,-6.9500000000000455,0.0,5,414,62.98,-1.400000000000091,20.299999999999955
1697188260,BIG_TONKA_T,yarinsardal,1351,1298,53,67.63,76.87,-9.240000000000009,False,-10.0,-68.70000000000005,-1.599999999999909,4.2999999999999545,0.0,6,1027,73.02,-7.2000000000000455,7.2999999999999545
1697188653,BIG_TONKA_T,checkersforchess,1342,1329,13,63.31,72.54,-9.230000000000004,False,-13.799999999999955,-35.84999999999991,-12.200000000000045,-9.650000000000091,0.0,7,393,67.63,-10.0,-68.70000000000005
1697188951,BIG_TONKA_T,amaurylbk,1334,1379,-45,68.61,89.78,-21.17,True,-16.59999999999991,15.950000000000045,-0.599999999999909,,0.0,8,298,63.31,-13.799999999999955,-35.84999999999991
1697189193,BIG_TONKA_T,Akashtiwaridatia,1327,1369,-42,70.34,79.0,-8.659999999999997,True,-15.599999999999909,8.450000000000045,-4.0,11.049999999999955,0.0,9,242,68.61,-16.59999999999991,15.950000000000045
1697189372,BIG_TONKA_T,avi123985,1320,1329,-9,49.16,65.84,-16.680000000000007,True,-14.799999999999955,-28.25,11.400000000000091,8.849999999999909,0.0,10,179,70.34,-15.599999999999909,8.450000000000045
1697189529,BIG_TONKA_T,emiliosch1,1312,1286,26,71.34,82.3,-10.959999999999994,False,-15.0,-67.95000000000005,-5.2000000000000455,-7.9500000000000455,0.0,11,157,49.16,-14.799999999999955,-28.25
1697190357,BIG_TONKA_T,adsold,1303,1257,46,86.38,83.17,3.2099999999999937,True,-16.200000000000045,-93.54999999999995,-8.0,-17.75,,12,828,71.34,-15.0,-67.95000000000005
1697190756,BIG_TONKA_T,ecm17,1302,1343,-41,56.66,72.96,-16.299999999999997,True,-10.799999999999955,-4.4500000000000455,-2.599999999999909,-0.5499999999999545,0.0,13,399,86.38,-16.200000000000045,-93.54999999999995
1697191065,BIG_TONKA_T,glypiy,1295,1363,-68,54.89,69.47,-14.579999999999998,False,-11.400000000000091,19.34999999999991,15.0,39.200000000000045,0.0,14,309,56.66,-10.799999999999955,-4.4500000000000455
1697191452,BIG_TONKA_T,Torosum,1289,1247,42,49.24,66.36,-17.119999999999997,False,-11.200000000000045,-92.90000000000009,0.0,-5.25,0.0,15,387,54.89,-11.400000000000091,19.34999999999991
1697191912,BIG_TONKA_T,ilporro,1280,1295,-15,66.82,71.46,-4.640000000000001,True,-13.799999999999955,-41.09999999999991,-2.7999999999999545,,0.0,16,460,49.24,-11.200000000000045,-92.90000000000009
1697192081,BIG_TONKA_T,DUMMIEJ,1272,1287,-15,67.82,85.12,-17.30000000000001,False,-15.599999999999909,-45.34999999999991,21.59999999999991,75.54999999999995,0.0,17,169,66.82,-13.799999999999955,-41.09999999999991
1697192205,BIG_TONKA_T,Mirimo95,1264,1258,6,68.79,86.42,-17.629999999999995,False,-16.0,-69.75,1.400000000000091,1.7999999999999545,0.0,18,124,67.82,-15.599999999999909,-45.34999999999991
1697192679,BIG_TONKA_T,Th3MeTaL,1256,1234,22,82.7,80.23,2.469999999999999,False,-16.200000000000045,-88.40000000000009,-1.2000000000000455,18.049999999999955,0.0,19,474,68.79,-16.0,-69.75
1697192866,BIG_TONKA_T,JimmyT1515,1247,1257,-10,75.73,63.08,12.650000000000006,True,-16.799999999999955,-59.25,-6.0,12.049999999999955,0.0,20,187,82.7,-16.200000000000045,-88.40000000000009
1697193148,BIG_TONKA_T,juliendejean,1239,1254,-15,56.44,66.7,-10.260000000000005,True,-16.59999999999991,-55.34999999999991,11.0,10.5,0.0,21,282,75.73,-16.799999999999955,-59.25
1697193242,BIG_TONKA_T,IlgazBey,1231,1237,-6,64.89,70.13,-5.239999999999995,True,-16.40000000000009,-65.5,-13.0,-5.099999999999909,0.0,22,94,56.44,-16.59999999999991,-55.34999999999991
1697193974,BIG_TONKA_T,eggaron,1223,1237,-14,64.04,63.76,0.28000000000000824,False,-16.200000000000045,-58.65000000000009,-5.7999999999999545,18.84999999999991,,23,732,64.89,-16.40000000000009,-65.5
1697194180,BIG_TONKA_T,ahmedomar56,1223,1204,19,73.52,78.95,-5.430000000000007,True,-9.599999999999909,-84.45000000000005,11.599999999999909,14.450000000000045,0.0,24,206,64.04,-16.200000000000045,-58.65000000000009
1697194662,BIG_TONKA_T,lordbrussior,1215,1228,-13,62.4,66.89,-4.490000000000002,True,-11.200000000000045,-53.25,6.7999999999999545,-24.90000000000009,0.0,25,482,73.52,-9.599999999999909,-84.45000000000005
1697195487,BIG_TONKA_T,ArvindJindalji,1207,1190,17,50.82,59.57,-8.75,False,-12.799999999999955,-84.04999999999995,4.599999999999909,6.2000000000000455,0.0,26,825,62.4,-11.200000000000045,-53.25
1697195860,BIG_TONKA_T,gheuntaak,1199,1165,34,64.63,70.03,-5.400000000000006,True,-14.400000000000091,-101.90000000000009,-3.7999999999999545,10.700000000000045,0.0,27,373,50.82,-12.799999999999955,-84.04999999999995
1697196418,BIG_TONKA_T,Smokedbeer,1190,1229,-39,62.42,52.38,10.04,False,-16.799999999999955,-30.700000000000045,0.0,-0.15000000000009095,1.0,28,558,64.63,-14.400000000000091,-101.90000000000009
1697232465,BIG_TONKA_T,junfai,1199,1158,41,78.88,74.84,4.039999999999992,False,-3.0,-95.29999999999995,-0.40000000000009095,13.0,0.0,0,36047,62.42,-16.799999999999955,-30.700000000000045
1697233582,BIG_TONKA_T,Rodrigoov2,1190,1164,26,63.43,60.9,2.530000000000001,False,-7.0,-82.79999999999995,-5.599999999999909,-19.59999999999991,,1,1117,78.88,-3.0,-95.29999999999995
1697233780,BIG_TONKA_T,Daniel_Legui,1189,1192,-3,62.11,80.99,-18.879999999999995,True,-4.400000000000091,-48.65000000000009,-9.0,-7.599999999999909,0.0,2,198,63.43,-7.0,-82.79999999999995
1697234091,BIG_TONKA_T,joppiedje,1181,1211,-30,74.35,72.14,2.2099999999999937,False,-8.799999999999955,-23.549999999999955,-14.400000000000091,,1.0,3,311,62.11,-4.400000000000091,-48.65000000000009
1697234383,BIG_TONKA_T,BluePharaohs,1190,1256,-66,65.02,82.81,-17.790000000000006,True,0.20000000000004547,27.049999999999955,2.7999999999999545,20.549999999999955,0.0,4,292,74.35,-8.799999999999955,-23.549999999999955
1697235500,BIG_TONKA_T,marksharkyshark,1183,1228,-45,59.7,59.68,0.020000000000003126,True,-3.599999999999909,4.650000000000091,0.7999999999999545,-15.400000000000091,1.0,5,1117,65.02,0.20000000000004547,27.049999999999955
1697235922,BIG_TONKA_T,sky_walker_1,1192,1221,-29,67.45,78.03,-10.579999999999998,False,5.0,2.5,16.799999999999955,15.700000000000045,0.0,6,422,59.7,-3.599999999999909,4.650000000000091
1697236867,BIG_TONKA_T,Alexxsid7,1185,1186,-1,66.67,57.03,9.64,False,-1.2000000000000455,-27.75,-17.799999999999955,-31.59999999999991,1.0,7,945,67.45,5.0,2.5
1697237759,BIG_TONKA_T,U_A_11,1193,1230,-37,73.43,77.17,-3.739999999999995,True,4.400000000000091,20.200000000000045,-11.0,-13.0,0.0,8,892,66.67,-1.2000000000000455,-27.75
1697238458,BIG_TONKA_T,pericoperolas,1186,1152,34,75.79,69.68,6.109999999999999,True,-1.7999999999999545,-53.90000000000009,0.7999999999999545,24.0,1.0,9,699,73.43,4.400000000000091,20.200000000000045
1697238926,BIG_TONKA_T,alfonsosevilla,1193,1169,24,83.28,68.42,14.86,True,3.2000000000000455,-33.75,-8.599999999999909,0.650000000000091,1.0,10,468,75.79,-1.7999999999999545,-53.90000000000009
1697239815,BIG_TONKA_T,muhersi,1200,1249,-49,69.71,73.08,-3.3700000000000045,False,8.599999999999909,48.59999999999991,2.0,-3.900000000000091,0.0,11,889,83.28,3.2000000000000455,-33.75
1697240341,BIG_TONKA_T,T0GS,1193,1241,-48,76.25,78.12,-1.8700000000000045,False,0.0,42.90000000000009,-15.799999999999955,-3.4500000000000455,,12,526,69.71,8.599999999999909,48.59999999999991
1697241405,BIG_TONKA_T,VenZoeNob,1194,1157,37,67.25,66.04,1.2099999999999937,False,0.7999999999999545,-39.25,-13.599999999999909,-0.849999999999909,1.0,13,1064,76.25,0.0,42.90000000000009
1697242531,BIG_TONKA_T,leubeard,1201,1264,-63,74.78,82.44,-7.659999999999997,True,4.7999999999999545,68.84999999999991,13.0,12.150000000000091,0.0,14,1126,67.25,0.7999999999999545,-39.25
1697242649,BIG_TONKA_T,PrPatriota,1194,1132,62,78.73,83.94,-5.209999999999994,True,-2.400000000000091,-61.700000000000045,3.0,24.59999999999991,0.0,15,118,74.78,4.7999999999999545,68.84999999999991
1697243336,BIG_TONKA_T,FoodWRLD,1185,1145,40,70.68,67.61,3.0700000000000074,True,-8.400000000000091,-47.200000000000045,3.599999999999909,21.25,1.0,16,687,78.73,-2.400000000000091,-61.700000000000045
1697243814,BIG_TONKA_T,daniel128,1192,1265,-73,71.38,80.51,-9.13000000000001,False,-1.2000000000000455,73.54999999999995,-10.0,-1.9500000000000455,0.0,17,478,70.68,-8.400000000000091,-47.200000000000045
1697244646,BIG_TONKA_T,therealok,1186,1156,30,59.9,58.11,1.7899999999999991,False,-5.599999999999909,-34.799999999999955,-7.599999999999909,-8.599999999999909,1.0,18,832,71.38,-1.2000000000000455,73.54999999999995
1697245247,BIG_TONKA_T,Cloud15637,1193,1218,-25,84.27,91.07,-6.799999999999997,True,3.0,27.049999999999955,-9.599999999999909,-39.299999999999955,0.0,19,601,59.9,-5.599999999999909,-34.799999999999955
1697245826,BIG_TONKA_T,filipigt1,1186,1193,-7,75.87,68.73,7.140000000000001,True,-2.400000000000091,2.7000000000000455,1.0,13.099999999999909,1.0,20,579,84.27,3.0,27.049999999999955
1697246549,BIG_TONKA_T,kappawakka,1194,1200,-6,65.98,67.9,-1.9200000000000017,True,3.7999999999999545,9.5,-0.599999999999909,13.700000000000045,0.0,21,723,75.87,-2.400000000000091,2.7000000000000455
1697247111,BIG_TONKA_T,thehawk33_b,1186,1207,-21,62.55,77.51,-14.960000000000008,False,-3.0,16.65000000000009,1.400000000000091,25.65000000000009,0.0,22,562,65.98,3.7999999999999545,9.5
1697248299,BIG_TONKA_T,JohnnyBoyFischer,1178,1201,-23,76.08,67.42,8.659999999999997,True,-9.400000000000091,10.799999999999955,-12.799999999999955,-12.5,1.0,23,1188,62.55,-3.0,16.65000000000009
1697249260,BIG_TONKA_T,selangkanganphiton,1187,1161,26,63.34,59.3,4.040000000000006,True,0.7999999999999545,-29.049999999999955,7.400000000000091,22.700000000000045,1.0,24,961,76.08,-9.400000000000091,10.799999999999955
1697249840,BIG_TONKA_T,MiahBit,1194,1231,-37,29.09,47.98,-18.889999999999997,False,6.2000000000000455,40.40000000000009,2.599999999999909,,0.0,25,580,63.34,0.7999999999999545,-29.049999999999955
1697250048,BIG_TONKA_T,IGotTooManyPawns,1187,1260,-73,71.64,64.22,7.420000000000002,False,0.599999999999909,69.65000000000009,-1.7999999999999545,-26.299999999999955,1.0,26,208,29.09,6.2000000000000455,40.40000000000009
1697250452,BIG_TONKA_T,elvistified,1197,1123,74,72.0,76.86,-4.859999999999999,False,8.400000000000091,-67.95000000000005,-4.2000000000000455,-40.950000000000045,0.0,27,404,71.64,0.599999999999909,69.65000000000009
1697250887,BIG_TONKA_T,spiche85,1187,1164,23,68.81,74.43,-5.6200000000000045,True,-3.400000000000091,-26.65000000000009,11.200000000000045,13.150000000000091,0.0,28,435,72.0,8.400000000000091,-67.95000000000005
1697251453,BIG_TONKA_T,SirjanSinghR,1178,1274,-96,69.65,69.78,-0.12999999999999545,True,-10.599999999999909,83.75,,,0.0,29,566,68.81,-3.400000000000091,-26.65000000000009
1697252403,BIG_TONKA_T,Diabloto,1172,1195,-23,82.85,77.26,5.589999999999989,True,-12.200000000000045,5.7999999999999545,-15.599999999999909,-15.950000000000045,1.0,30,950,69.65,-10.599999999999909,83.75
1697253805,BIG_TONKA_T,2dgirlsarebestgirls,1181,1181,0,74.51,69.12,5.390000000000001,False,-2.0,-7.25,,,1.0,0,1402,82.85,-12.200000000000045,5.7999999999999545
1697254597,BIG_TONKA_T,tangoedknight,1189,1168,21,49.5,65.79,-16.290000000000006,False,7.599999999999909,-20.049999999999955,1.7999999999999545,13.150000000000091,0.0,1,792,74.51,-2.0,-7.25
1697254814,BIG_TONKA_T,ratminer,1181,1151,30,71.45,82.73,-11.280000000000001,True,0.7999999999999545,-36.40000000000009,21.40000000000009,27.34999999999991,0.0,2,217,49.5,7.599999999999909,-20.049999999999955
1697254928,BIG_TONKA_T,vignesh693,1172,1160,12,88.92,70.1,18.820000000000007,True,-7.0,-25.950000000000045,-7.2000000000000455,-6.349999999999909,1.0,3,114,71.45,0.7999999999999545,-36.40000000000009
1697255611,BIG_TONKA_T,TheLiccInDm,1180,1124,56,72.81,74.83,-2.019999999999996,False,-0.599999999999909,-61.25,-10.0,-36.450000000000045,,4,683,88.92,-7.0,-25.950000000000045
1697256237,BIG_TONKA_T,Thyrandaal,1179,1160,19,81.8,69.96,11.840000000000003,True,-1.2000000000000455,-24.950000000000045,5.400000000000091,28.59999999999991,1.0,5,626,72.81,-0.599999999999909,-61.25
1697257235,BIG_TONKA_T,rammalichy,1187,1245,-58,79.28,67.16,12.120000000000005,False,7.2000000000000455,60.299999999999955,9.0,-3.599999999999909,1.0,6,998,81.8,-1.2000000000000455,-24.950000000000045
1697259025,BIG_TONKA_T,Kimbery,1196,1236,-40,55.76,51.34,4.419999999999995,False,13.200000000000045,50.799999999999955,8.400000000000091,4.75,,0,1790,79.28,7.2000000000000455,60.299999999999955
1697259510,BIG_TONKA_T,DSP_Chess,1197,1214,-17,79.36,68.28,11.079999999999998,False,9.200000000000045,28.59999999999991,6.400000000000091,-7.900000000000091,1.0,1,485,55.76,13.200000000000045,50.799999999999955
1697302832,BIG_TONKA_T,Artimuth,1205,1127,78,64.34,66.61,-2.269999999999996,True,12.200000000000045,-59.34999999999991,-14.400000000000091,-25.799999999999955,0.0,0,43322,79.36,9.200000000000045,28.59999999999991
1697302927,BIG_TONKA_T,Akara14,1195,1261,-66,72.73,84.41,-11.679999999999993,True,-1.0,74.59999999999991,5.2000000000000455,12.25,0.0,1,95,64.34,12.200000000000045,-59.34999999999991
1697303952,BIG_TONKA_T,JanosAttila,1188,1190,-2,78.99,75.9,3.089999999999989,True,-8.200000000000045,3.5,2.599999999999909,-7.2000000000000455,1.0,2,1025,72.73,-1.0,74.59999999999991
1697304288,BIG_TONKA_T,jabeler,1196,1246,-50,76.93,64.41,12.52000000000001,False,-0.20000000000004547,58.59999999999991,15.200000000000045,1.5,1.0,3,336,78.99,-8.200000000000045,3.5
1697304839,BIG_TONKA_T,TimeIssUp,1205,1145,60,78.96,67.67,11.289999999999992,True,7.2000000000000455,-43.299999999999955,16.799999999999955,45.09999999999991,1.0,4,551,76.93,-0.20000000000004547,58.59999999999991
1697305961,BIG_TONKA_T,dalding,1212,1162,50,76.0,85.06,-9.060000000000002,False,12.799999999999955,-27.200000000000045,-10.400000000000091,-18.0,0.0,5,1122,78.96,7.2000000000000455,-43.299999999999955
1697306635,BIG_TONKA_T,Fif0u35,1203,1270,-67,68.53,76.1,-7.569999999999993,True,2.2000000000000455,80.0,12.799999999999955,6.2000000000000455,0.0,6,674,76.0,12.799999999999955,-27.200000000000045
1697306995,BIG_TONKA_T,Vladice,1197,1213,-16,66.95,82.28,-15.329999999999998,False,-5.599999999999909,23.0,8.799999999999955,33.65000000000009,0.0,7,360,68.53,2.2000000000000455,80.0
1697307489,BIG_TONKA_T,Mvperes,1189,1214,-25,67.03,63.67,3.3599999999999994,False,-12.200000000000045,23.90000000000009,2.2000000000000455,-0.7999999999999545,1.0,8,494,66.95,-5.599999999999909,23.0
1697308288,BIG_TONKA_T,5moveblunderqueen,1198,1207,-9,73.97,61.94,12.030000000000001,False,-1.7999999999999545,15.900000000000091,10.0,37.549999999999955,1.0,9,799,67.03,-12.200000000000045,23.90000000000009
1697309370,BIG_TONKA_T,Benjiiiee,1206,1178,28,66.88,70.14,-3.260000000000005,True,7.400000000000091,-14.799999999999955,-1.2000000000000455,-6.599999999999909,0.0,10,1082,73.97,-1.7999999999999545,15.900000000000091
1697310215,BIG_TONKA_T,Homik27,1197,1280,-83,76.55,83.87,-7.320000000000007,True,-0.40000000000009095,86.40000000000009,2.2000000000000455,-8.950000000000045,0.0,11,845,66.88,7.400000000000091,-14.799999999999955
1697311128,BIG_TONKA_T,ArtyomSmbatyan,1191,1187,4,74.38,79.8,-5.420000000000002,False,-5.2000000000000455,-6.7000000000000455,-0.599999999999909,5.0,1.0,12,913,76.55,-0.40000000000009095,86.40000000000009
1697311837,BIG_TONKA_T,qwadstry1,1199,1210,-11,77.3,69.99,7.310000000000002,False,0.7999999999999545,15.400000000000091,-7.2000000000000455,-3.150000000000091,1.0,13,709,74.38,-5.2000000000000455,-6.7000000000000455
